1.46
1.57
1.50
1.48
1.52
1.55
1.45
1.54
1.58
1.52
1.54
1.50
1.50
1.53
1.50
1.52
1.49
1.42
1.52
1.52
1.55
1.52
1.56
1.52
1.48
1.55
1.47
1.43
1.45
1.47
1.57
1.50
1.61
1.55
1.46
1.49
1.47
1.45
1.48
1.52
1.41
1.48
1.45
1.54
1.41
1.51
1.48
1.49
1.44
1.44
1.45
1.49
1.38
1.46
1.48
1.50
1.48
1.42
1.52
1.56
1.52
1.44
1.52
1.51
1.45
1.52
1.53
1.47
1.51
1.50
1.45
1.49
1.41
1.51
1.48
1.49
1.51
1.36
1.50
1.49
1.37
1.43
1.60
1.49
1.52
1.54
1.52
1.50
1.54
1.52
1.53
1.53
1.49
1.52
1.51
1.52
1.47
1.55
1.52
1.56
