5,	    49.5
15.1,	48.4
24.9,	47.4
35,	    46.4
45.2,	45.3
55.1,	44.3
65.2,	43.3
75,	    42.4
85.1,	41.4
95.2,	40.4
105,	39.3
115.2,	38.3
125.3,	37.3
