20.81,	98.0
18.14,	89.2
16.05,	82.5
12.44,	68.1
13.77,	72.7
10.29,	59.9
08.51,	52.9
06.70,	45.4
04.60,	35.5
02.26,	28.5
00.05,	20.9
01.89,	27.1
03.62,	34.4
05.55,	41.6
07.68,	50.5
09.38,	57.0
11.35,	64.5
13.00,	70.8
15.01,	78.6
17.03,	85.7
19.06,	92.7
21.03,	99.1
