961.35,	25,	68,	1600
961.70,	25,	68,	1600
963.90,	25,	68,	1600
963.20,	25,	68,	1600
965.25,	25,	68,	1600

962.30,	25,	68,	1700
963.00,	25,	68,	1700
964.35,	25,	68,	1700
962.35,	25,	68,	1700
960.06,	25,	68,	1700

965.40,	25,	69,	1800
960.15,	25,	69,	1800
962.10,	25,	69,	1800
960.75,	25,	69,	1800
959.75,	25,	69,	1800
