21.03,	99.1
20.81,	98.0
19.06,	92.7
18.14,	89.2
17.03,	85.7
16.05,	82.5
15.01,	78.6
13.77,	72.7
13.00,	70.8
12.44,	68.1
11.35,	64.5
10.29,	59.9
09.38,	57.0
08.51,	52.9
07.68,	50.5
06.70,	45.4
05.55,	41.6
04.60,	35.5
03.62,	34.4
02.26,	28.5
01.89,	27.1
00.05,	20.9
